item,itemLabel,positionLabel,height,mass,genderLabel,followers
http://www.wikidata.org/entity/Q343406,İbrahim Şahin (futbolcu),Forvet,,,erkek,
http://www.wikidata.org/entity/Q343383,İbrahim Yılmaz,Forvet,183,,erkek,
http://www.wikidata.org/entity/Q317612,Abdullah Ercan,savunma,182,,erkek,
http://www.wikidata.org/entity/Q334927,Ünal Karaman,orta saha,181,,erkek,
http://www.wikidata.org/entity/Q307905,Özkan Sümer,savunma,,,erkek,
http://www.wikidata.org/entity/Q322892,Ali Güneş,orta saha,,,erkek,
http://www.wikidata.org/entity/Q343234,İbrahim Akın,kanat,183,73,erkek,
http://www.wikidata.org/entity/Q349941,Fevzi Elmas,kaleci,182,,erkek,
http://www.wikidata.org/entity/Q343846,İlyas Çakmak,Forvet,,,erkek,
http://www.wikidata.org/entity/Q354522,Adem Koçak,orta saha,178,,erkek,
http://www.wikidata.org/entity/Q334849,Ümit Kurt,stoper,184,,erkek,
http://www.wikidata.org/entity/Q317605,Abdullah Durak,orta saha,181,,erkek,
http://www.wikidata.org/entity/Q327709,Celaleddin Koçak,orta saha,,,erkek,
http://www.wikidata.org/entity/Q322643,Volkan Ünlü,kaleci,,,erkek,
http://www.wikidata.org/entity/Q322906,Necat Aygün,savunma,,,erkek,
http://www.wikidata.org/entity/Q343629,İlhan Parlak,Forvet,181,72,erkek,
http://www.wikidata.org/entity/Q1343408,Fevzi Tuncay,kaleci,184,78,erkek,
http://www.wikidata.org/entity/Q1349995,Eren Aydın,savunma,,,erkek,
http://www.wikidata.org/entity/Q1362422,Ersun Yanal,Forvet,175,,erkek,407092
http://www.wikidata.org/entity/Q1340350,Ender Konca,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1339518,Emrah Başsan,orta saha,177,,erkek,
http://www.wikidata.org/entity/Q1366156,Ogün Temizkanoğlu,savunma,181,,erkek,
http://www.wikidata.org/entity/Q1354977,Erkan Sekman,savunma,,,erkek,
http://www.wikidata.org/entity/Q1313472,Erdoğan Arıca,savunma,,,erkek,
http://www.wikidata.org/entity/Q1349418,Erdoğan Yeşilyurt,kanat,,,erkek,
http://www.wikidata.org/entity/Q1278096,Yasin Görkem Arslan,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1347836,Osman Arpacıoğlu,Forvet,177,,erkek,
http://www.wikidata.org/entity/Q1355829,Erman Ergin,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1339618,Emrullah Kokoç,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1291159,Sinan Kurumuş,Forvet,187,,erkek,
http://www.wikidata.org/entity/Q1339619,Emrullah Şalk,kaleci,,,erkek,3219
http://www.wikidata.org/entity/Q1301501,Erdal Çelik,savunma,,,erkek,
http://www.wikidata.org/entity/Q1348710,Erdal Akdarı,savunma,,,erkek,
http://www.wikidata.org/entity/Q1349279,Erdinç Yavuz,savunma,,,erkek,
http://www.wikidata.org/entity/Q1367409,Hüsnü Başkurt,savunma,,,erkek,
http://www.wikidata.org/entity/Q1290838,Murat Akyüz,savunma,,,erkek,
http://www.wikidata.org/entity/Q1283136,Erdinç Sözer,,,,erkek,
http://www.wikidata.org/entity/Q1339573,Emre Nefiz,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1339578,Emre Taşkoparan,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1350006,Eren Özen,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1350010,Eren Güngör,stoper,187,84,erkek,
http://www.wikidata.org/entity/Q1295765,Efe Halil Özarslan,savunma,,,erkek,
http://www.wikidata.org/entity/Q1349241,Erdi Kasapoğlu,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1339529,Emrah Eren,fullback,,,erkek,
http://www.wikidata.org/entity/Q1348179,Eray Birniçan,kaleci,,,erkek,
http://www.wikidata.org/entity/Q1366382,Erşen Çilingir,kaleci,,,erkek,
http://www.wikidata.org/entity/Q1367567,Eser Altın,kaleci,,,erkek,
http://www.wikidata.org/entity/Q1294859,Volkan Geyik,stoper,,,erkek,
http://www.wikidata.org/entity/Q1339629,Emre Çolak,kanat,168,62,erkek,955599
http://www.wikidata.org/entity/Q1281211,Ferhat Çulcuoğlu,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1295771,Efe İnanç,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1348714,Erdal Sezek,savunma,,,erkek,
http://www.wikidata.org/entity/Q1311058,Melih Vardar,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1354966,Erkam Reşmen,savunma,,,erkek,
http://www.wikidata.org/entity/Q1323847,Metin Aktaş,kaleci,,,erkek,
http://www.wikidata.org/entity/Q1323524,Ekrem Engin,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1339533,Emrah Tuncel,kaleci,,,erkek,
http://www.wikidata.org/entity/Q1300929,Metin Oktay,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1322532,Tolga Ünlü,fullback,,,erkek,
http://www.wikidata.org/entity/Q1350734,Erhan Kartal,fullback,171,,erkek,
http://www.wikidata.org/entity/Q1361314,Mehmet Sedef,savunma,,,erkek,
http://www.wikidata.org/entity/Q1293904,Umut Sözen,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1342342,Engin Bekdemir,orta saha,171,70,erkek,
http://www.wikidata.org/entity/Q1349998,Eren Tozlu,Forvet,175,,erkek,
http://www.wikidata.org/entity/Q1313260,Mehmet Ali Kıran,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1339514,Emrah Bozkurt,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1339548,Emre Aygün,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1339581,Emre Okur,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1323520,Ekrem Ekşioğlu,savunma,,,erkek,
http://www.wikidata.org/entity/Q1355014,Erkan Zengin,kanat,180,72,erkek,
http://www.wikidata.org/entity/Q1339542,Emre Aktaş,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1342348,Engin Memişler,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1342347,Engin Korukır,,,,erkek,
http://www.wikidata.org/entity/Q1285241,Taşkın Aksoy,savunma,,,erkek,
http://www.wikidata.org/entity/Q1338407,Koray Çölgeçen,savunma,,,erkek,
http://www.wikidata.org/entity/Q1362415,Ertan Adatepe,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1339595,Emre Özkan,fullback,,,erkek,
http://www.wikidata.org/entity/Q1348580,Ercan Albay,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1341126,Fatih Duran,savunma,,,erkek,
http://www.wikidata.org/entity/Q1350603,Ergin Keleş,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1366346,Erçağ Evirgen,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1333501,Yiğitcan Erdoğan,savunma,,,erkek,
http://www.wikidata.org/entity/Q1353591,Rıdvan Dilmen,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1354983,Erkan Taşkıran,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1339601,Emre Toraman,stoper,,,erkek,
http://www.wikidata.org/entity/Q1355401,Metin Erol,kaleci,,,erkek,
http://www.wikidata.org/entity/Q1339574,Emre Kılınç,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1339591,Emre Torun,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1339600,Emre Öztürk,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1339555,Emre Balak,savunma,,,erkek,
http://www.wikidata.org/entity/Q1339593,Emre Turan,savunma,,,erkek,
http://www.wikidata.org/entity/Q1366105,Semih Kaya,savunma,182,66,erkek,724737
http://www.wikidata.org/entity/Q1362423,Ertan Koç,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1304877,Metin Diyadin,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1362439,Ertaç Özbir,kaleci,,,erkek,
http://www.wikidata.org/entity/Q1359223,Murat Akın,orta saha,174,71,erkek,
http://www.wikidata.org/entity/Q1348364,Erbil Uzel,savunma,,,erkek,
http://www.wikidata.org/entity/Q1366105,Semih Kaya,stoper,182,66,erkek,724737
http://www.wikidata.org/entity/Q1350730,Erhan Altın,savunma,,,erkek,
http://www.wikidata.org/entity/Q1368791,Hikmet Balioğlu,stoper,,,erkek,
http://www.wikidata.org/entity/Q1348586,Ercan Çapar,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1339575,Emre Gürbüz,savunma,,,erkek,
http://www.wikidata.org/entity/Q1342335,Engin Aktürk,savunma,,,erkek,
http://www.wikidata.org/entity/Q1350010,Eren Güngör,savunma,187,84,erkek,
http://www.wikidata.org/entity/Q1348172,Eray Ataseven,orta saha,,70,erkek,
http://www.wikidata.org/entity/Q1326381,Sezer Özmen,savunma,,,erkek,
http://www.wikidata.org/entity/Q1339569,Emre Hasan Balcı,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1361786,Ersel Aslıyüksek,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1349081,Erdem Şen,orta saha,,70,erkek,
http://www.wikidata.org/entity/Q1361647,Ersan Tekkan,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1368791,Hikmet Balioğlu,savunma,,,erkek,
http://www.wikidata.org/entity/Q1277819,Mahmut Tekdemir,savunma,178,72,erkek,
http://www.wikidata.org/entity/Q1361264,Erol Togay,savunma,,,erkek,
http://www.wikidata.org/entity/Q1345310,Onur Güney,savunma,,,erkek,
http://www.wikidata.org/entity/Q1339520,Emrah Dağ,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1339606,Emre Öztürk,fullback,,,erkek,
http://www.wikidata.org/entity/Q1955560,Mustafa Parmak,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1917308,Mehmet Ayaz (Bursa doğumlu futbolcu),orta saha,,,erkek,
http://www.wikidata.org/entity/Q1917362,Mehmet Türkmehmet,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1917306,Mehmet Al,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1925639,Metin Depe,savunma,,,erkek,
http://www.wikidata.org/entity/Q1974006,Nedim Kaleci,kaleci,,,erkek,
http://www.wikidata.org/entity/Q2004796,Numan Çürüksu,savunma,,,erkek,
http://www.wikidata.org/entity/Q1917356,Mehmet Taşçı,savunma,,,erkek,
http://www.wikidata.org/entity/Q1989888,Nihat Bekdik,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1738690,Kenan Özer,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1925646,Metin Kurt,kanat oyuncusu,,,erkek,
http://www.wikidata.org/entity/Q1764881,Tuncay Süren,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1953977,Musa Nizam,orta saha,182,73,erkek,
http://www.wikidata.org/entity/Q1925629,Metin Aydın,savunma,,,erkek,
http://www.wikidata.org/entity/Q1917302,Mehmet Ali Toşur,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1973645,Necip Incesu,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1726855,Necati Yılmaz,kaleci,,,erkek,
http://www.wikidata.org/entity/Q1951918,Muhammed Yürükuslu,savunma,,,erkek,
http://www.wikidata.org/entity/Q1726997,Rebii Erkal,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1924626,Mesut Yılmaz,savunma,,,erkek,
http://www.wikidata.org/entity/Q1748946,Köksal Yedek,kanat,,,erkek,
http://www.wikidata.org/entity/Q1955517,Mustafa Aşan,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1767745,Sedat İrfan,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1884988,Mahmut Boz,savunma,,,erkek,2028
http://www.wikidata.org/entity/Q1756621,Aydın Tohumcu,kaleci,,,erkek,
http://www.wikidata.org/entity/Q1973594,Necati Özçağlayan,savunma,,,erkek,
http://www.wikidata.org/entity/Q1796908,Adem Güven,orta saha,183,76,erkek,
http://www.wikidata.org/entity/Q1959330,Müslüm Atav,,,,erkek,
http://www.wikidata.org/entity/Q1821769,Levent Devrim,orta saha,,,erkek,
http://www.wikidata.org/entity/Q2000793,Serdar Kulbilge,kaleci,186,,erkek,
http://www.wikidata.org/entity/Q1737597,Kazım Sarı,kaleci,,,erkek,
http://www.wikidata.org/entity/Q1951907,Muhammed Altıntaş,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1953531,Murat Ceylan,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1925641,Metin Peker,savunma,,,erkek,
http://www.wikidata.org/entity/Q1955557,Mustafa Keçeli,savunma,176,,erkek,
http://www.wikidata.org/entity/Q1784233,Koray Şanlı,savunma,,,erkek,
http://www.wikidata.org/entity/Q2005426,Nurullah Kaya,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1848410,Halis Özkahya,,,,erkek,
http://www.wikidata.org/entity/Q1919367,Melisa Ertürk,orta saha,,,kadın,
http://www.wikidata.org/entity/Q1955508,Mustafa Akbaş,savunma,188,81,erkek,
http://www.wikidata.org/entity/Q1738452,Kemal Okyay,kanat,,,erkek,
http://www.wikidata.org/entity/Q1885003,Mahmut Temür,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1750786,Muzaffer Sipahi,savunma,,,erkek,
http://www.wikidata.org/entity/Q1917343,Mehmet Kuruoğlu,savunma,,,erkek,
http://www.wikidata.org/entity/Q1922131,Merter Yüce,orta saha,190,87,erkek,
http://www.wikidata.org/entity/Q1933005,Mikail Albayrak,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1726950,Sadi Tekelioğlu,,,,erkek,
http://www.wikidata.org/entity/Q1973803,Necla Akdoğan,,,,kadın,
http://www.wikidata.org/entity/Q1984030,Nezir Özer,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1892066,Ogün Altıparmak,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1953982,Musa Sinan Yılmazer,orta saha,178,,erkek,
http://www.wikidata.org/entity/Q1924613,Mesut Kumcuoğlu,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1868561,Lokman Gör,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1951923,Muharrem Efe,savunma,,,erkek,
http://www.wikidata.org/entity/Q1953572,Murat Özavcı,savunma,,,erkek,
http://www.wikidata.org/entity/Q1955572,Mustafa Uğur (futbolcu),savunma,,,erkek,
http://www.wikidata.org/entity/Q1884496,Mahmut Tuncer,,,,erkek,
http://www.wikidata.org/entity/Q1884980,Mahmut Çalışkan,,,,erkek,
http://www.wikidata.org/entity/Q1917365,Mehmet Yiğit,savunma,,,erkek,
http://www.wikidata.org/entity/Q1795846,Mehmet Uslu,savunma,,,erkek,
http://www.wikidata.org/entity/Q1917300,Mehmet Abdullah Çoban,savunma,,,erkek,
http://www.wikidata.org/entity/Q1917316,Mehmet Bezircioğlu,savunma,,,erkek,
http://www.wikidata.org/entity/Q1884872,Mahir Savranlıoğlu,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1802469,Yenal Tuncer,savunma,,,erkek,
http://www.wikidata.org/entity/Q1951919,Muhammet Özdin,savunma,,,erkek,
http://www.wikidata.org/entity/Q1892131,Naci Erdem,savunma,,,erkek,
http://www.wikidata.org/entity/Q1984073,Neşat Gülünoğlu,Forvet,174,68,erkek,
http://www.wikidata.org/entity/Q1873603,Hasan Fidan,,186,,erkek,
http://www.wikidata.org/entity/Q1955553,Mustafa Kayabaşı,savunma,,,erkek,
http://www.wikidata.org/entity/Q1917313,Mehmet Ayaz (Trabzon doğumlu futbolcu),orta saha,,,erkek,
http://www.wikidata.org/entity/Q1951916,Muhammet Sercan Türkeri,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1784234,Koray İçten,savunma,,,erkek,
http://www.wikidata.org/entity/Q1917350,Mehmet Ozan Tahtaişleyen,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1924623,Mesut Saray,orta saha,,,erkek,
http://www.wikidata.org/entity/Q2005435,Nurullah Sağlam,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1951914,Muhammed Türkmen,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1951915,Mohamed Ali Kurtuluş,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1951927,Muhittin Tekin,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1929362,Fazlı Kocabaş,stoper,185,,erkek,
http://www.wikidata.org/entity/Q1858457,Yekta Kurtuluş,kanat,173,69,erkek,413551
http://www.wikidata.org/entity/Q1749606,Mehmet Uğur Tülümen,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1985766,Mert Meriç,savunma,,,erkek,
http://www.wikidata.org/entity/Q1812901,Suat Usta,savunma,,,erkek,
http://www.wikidata.org/entity/Q1955570,Mustafa Tiryaki,Forvet,,,erkek,
http://www.wikidata.org/entity/Q1738447,Mustafa Kemal Kılıç,orta saha,,,erkek,
http://www.wikidata.org/entity/Q2017091,Okan Koç,savunma,,,erkek,
http://www.wikidata.org/entity/Q1727116,Kerem Şeras,orta saha,175,,erkek,
http://www.wikidata.org/entity/Q1884984,Mahmut Bezgin,kaleci,,,erkek,
http://www.wikidata.org/entity/Q1737417,Kayacan Erdoğan,kaleci,,,erkek,
http://www.wikidata.org/entity/Q1973266,Ercan Koloğlu,savunma,,,erkek,
http://www.wikidata.org/entity/Q1951910,Muhammed Ali Atam,savunma,,,erkek,
http://www.wikidata.org/entity/Q1924617,Mesut Bakkal,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1953556,Murat Sözgelmez,savunma,,,erkek,
http://www.wikidata.org/entity/Q1821767,Levent Eriş,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1854412,Serhat Köksal,orta saha,177,,erkek,
http://www.wikidata.org/entity/Q2003441,Yasin Karaca,orta saha,169,,erkek,
http://www.wikidata.org/entity/Q1772333,Sabri Mahir,,,,erkek,
http://www.wikidata.org/entity/Q1918069,Osman Kürşat Duman,savunma,,,erkek,
http://www.wikidata.org/entity/Q1953539,Murat Erdoğan,orta saha,,,erkek,
http://www.wikidata.org/entity/Q1752088,Ramazan Altıntepe,savunma,,,erkek,
http://www.wikidata.org/entity/Q442764,Erhan Güven,savunma,,,erkek,
http://www.wikidata.org/entity/Q359806,Necmi Perekli,Forvet,,,erkek,
http://www.wikidata.org/entity/Q441580,Emre Güngör,savunma,182,,erkek,
http://www.wikidata.org/entity/Q435749,Alpay Özalan,savunma,188,,erkek,300963
http://www.wikidata.org/entity/Q359388,Adnan Erkan,kaleci,,,erkek,
http://www.wikidata.org/entity/Q444939,Rasim Kara,kaleci,,,erkek,
http://www.wikidata.org/entity/Q446169,Serdar Eylik,orta saha,,,erkek,
http://www.wikidata.org/entity/Q454410,Murat Duruer,orta saha,182,,erkek,
http://www.wikidata.org/entity/Q402016,Ahmet Şahin,kaleci,,,erkek,
http://www.wikidata.org/entity/Q368364,Cengiz Biçer,kaleci,188,,erkek,
http://www.wikidata.org/entity/Q401848,Görkem Görk,stoper,,,erkek,
http://www.wikidata.org/entity/Q388687,Şehmus Özer,orta saha,,,erkek,
http://www.wikidata.org/entity/Q369921,Hasan Türk,Forvet,,,erkek,
http://www.wikidata.org/entity/Q473583,Musa Yiğit,Forvet,,,erkek,
http://www.wikidata.org/entity/Q445496,Hakan Aslantaş,orta saha,181,77,erkek,
http://www.wikidata.org/entity/Q445507,Emre Güral,Forvet,188,,erkek,
http://www.wikidata.org/entity/Q473590,Atilla Aybars Garhan,Forvet,,,erkek,
http://www.wikidata.org/entity/Q401796,Ahmet Dereli,kanat,,,erkek,
http://www.wikidata.org/entity/Q358765,Serkan Kırıntılı,kaleci,185,,erkek,
http://www.wikidata.org/entity/Q444341,Didier Six,kanat,179,75,erkek,
http://www.wikidata.org/entity/Q453996,Veysel Cihan,Forvet,186,83,erkek,
http://www.wikidata.org/entity/Q387885,Şaban Genişyürek,Forvet,,,erkek,
http://www.wikidata.org/entity/Q472481,Onur Bayramoğlu,orta saha,,,erkek,
http://www.wikidata.org/entity/Q472508,Veli Kavlak,orta saha,178,73,erkek,
http://www.wikidata.org/entity/Q472488,Serdar Gürler,kanat,173,72,erkek,
http://www.wikidata.org/entity/Q362534,Tümer Metin,kanat,174,69,erkek,
http://www.wikidata.org/entity/Q401821,Ahmet Erdinç,Forvet,,,erkek,
http://www.wikidata.org/entity/Q371492,Mehmet Yıldız,Forvet,,,erkek,
http://www.wikidata.org/entity/Q444318,Okan Buruk,orta saha,169,,erkek,
http://www.wikidata.org/entity/Q370545,Bülent Bölükbaşı,orta saha,,,erkek,
http://www.wikidata.org/entity/Q388957,Şeref Has,orta saha,178,74,erkek,
http://www.wikidata.org/entity/Q495426,Ceyhun Eriş,orta saha,,,erkek,
http://www.wikidata.org/entity/Q377432,Cenk Tosun,santrfor,183,77,erkek,455850
http://www.wikidata.org/entity/Q469987,Erdal Keser,Forvet,170,,erkek,
http://www.wikidata.org/entity/Q390711,Şükrü Ersoy,kaleci,,,erkek,
http://www.wikidata.org/entity/Q479643,Sezer Badur,orta saha,181,77,erkek,
http://www.wikidata.org/entity/Q371779,Engin İpekoğlu,kaleci,,,erkek,
http://www.wikidata.org/entity/Q477475,Onur Bulut,kaleci,,,erkek,
http://www.wikidata.org/entity/Q360668,Mert Korkmaz,savunma,,,erkek,
http://www.wikidata.org/entity/Q401921,Ahmet Sağlam,savunma,,,erkek,
http://www.wikidata.org/entity/Q444853,Furkan Aydın,Forvet,191,,erkek,
http://www.wikidata.org/entity/Q373394,Ragıp Başdağ,orta saha,,,erkek,
http://www.wikidata.org/entity/Q423012,Sinan Yeşil,orta saha,,,erkek,
http://www.wikidata.org/entity/Q479646,Cihan Özkara,Forvet,189,,erkek,
http://www.wikidata.org/entity/Q401760,Ahmet Arı,Forvet,,,erkek,
http://www.wikidata.org/entity/Q401887,Ahmet Kulabaş,Forvet,,,erkek,
http://www.wikidata.org/entity/Q401896,Ahmet Kuru,Forvet,,,erkek,
http://www.wikidata.org/entity/Q443881,Sefa Yılmaz,kanat,183,81,erkek,
http://www.wikidata.org/entity/Q357987,Adlan Canlıka,orta saha,,,erkek,
http://www.wikidata.org/entity/Q387920,Şaban Özel,savunma,,,erkek,
http://www.wikidata.org/entity/Q388072,Şahin Aygüneş,Forvet,180,,erkek,
http://www.wikidata.org/entity/Q479641,Semih Aydilek,kanat,189,75,erkek,
http://www.wikidata.org/entity/Q374525,Ercan Aktuna,savunma,,,erkek,
http://www.wikidata.org/entity/Q401788,Ahmet Cebe,Forvet,,,erkek,
http://www.wikidata.org/entity/Q369921,Hasan Türk,orta saha,,,erkek,
http://www.wikidata.org/entity/Q388860,Şenol Akın,orta saha,,,erkek,
http://www.wikidata.org/entity/Q401817,Ahmet Dursun,Forvet,,,erkek,
http://www.wikidata.org/entity/Q506568,Anıl Dilaver,Forvet,182,,erkek,
http://www.wikidata.org/entity/Q444822,Rıdvan Şimşek,fullback,,65,erkek,
http://www.wikidata.org/entity/Q389027,Şeyma Erenli,orta saha,,,kadın,
http://www.wikidata.org/entity/Q378768,Rıza Çalımbay,kanat,172,,erkek,41047
http://www.wikidata.org/entity/Q378275,Semih Şentürk,Forvet,183,78,erkek,
http://www.wikidata.org/entity/Q455926,Muhammed İldiz,orta saha,177,75,erkek,
http://www.wikidata.org/entity/Q401822,Ahmet Erol,savunma,,,erkek,
http://www.wikidata.org/entity/Q472256,Orhan Kaynak,Forvet,180,74,erkek,
http://www.wikidata.org/entity/Q448297,Ayhan Akman,kanat,173,69,erkek,
http://www.wikidata.org/entity/Q424750,Akın Vardar,kaleci,,,erkek,
http://www.wikidata.org/entity/Q401843,Ahmet Gökhan Güney,orta saha,,,erkek,
http://www.wikidata.org/entity/Q424738,Akın Açık,orta saha,,,erkek,
http://www.wikidata.org/entity/Q388095,Şahinali Terzi,orta saha,,,erkek,
http://www.wikidata.org/entity/Q463358,Emre Aşık,stoper,183,80,erkek,
http://www.wikidata.org/entity/Q401786,Ahmet Burak Solakel,savunma,,,erkek,
http://www.wikidata.org/entity/Q388863,Şenol Can,savunma,,,erkek,
http://www.wikidata.org/entity/Q433099,Erhan Şentürk,Forvet,,,erkek,
http://www.wikidata.org/entity/Q402011,Ahmet İlhan Özek,orta saha,,74,erkek,
http://www.wikidata.org/entity/Q388237,Şamil Ünal,orta saha,,,erkek,
http://www.wikidata.org/entity/Q446506,Kadir Bekmezci,orta saha,183,76,erkek,
http://www.wikidata.org/entity/Q401805,Ahmet Devret,fullback,,,erkek,
http://www.wikidata.org/entity/Q388798,Şener Aşkaroğlu,orta saha,,,erkek,
http://www.wikidata.org/entity/Q433109,Hayrettin Yerlikaya,fullback,,,erkek,
http://www.wikidata.org/entity/Q426881,Mustafa Sarp,orta saha,187,,erkek,
http://www.wikidata.org/entity/Q434163,Recep Biler,kaleci,,,erkek,
http://www.wikidata.org/entity/Q472505,Okan Alkan,fullback,,,erkek,
http://www.wikidata.org/entity/Q406184,Ramazan Yıldırım,orta saha,,,erkek,
http://www.wikidata.org/entity/Q496959,Ali Sami Yen,,,,erkek,
http://www.wikidata.org/entity/Q487459,Arda Turan,orta saha,175,76,erkek,2068794
http://www.wikidata.org/entity/Q361352,Mehmet Aurelio,orta saha,178,67,erkek,
http://www.wikidata.org/entity/Q438822,Alper Akçam,Forvet,,,erkek,
http://www.wikidata.org/entity/Q475725,Alparslan Erdem,savunma,174,79,erkek,
http://www.wikidata.org/entity/Q359403,Adnan Güngör,orta saha,,,erkek,
http://www.wikidata.org/entity/Q373402,Gustave Bebbe,kanat,179,74,erkek,
http://www.wikidata.org/entity/Q358987,Murat Hacıoğlu,Forvet,,,erkek,
http://www.wikidata.org/entity/Q487459,Arda Turan,kanat,175,76,erkek,2068794
http://www.wikidata.org/entity/Q366571,Kubilay Türkyılmaz,Forvet,182,78,erkek,
http://www.wikidata.org/entity/Q401781,Ahmet Berman,Forvet,,,erkek,
http://www.wikidata.org/entity/Q388904,Şenol Güneş,kaleci,1.79,,erkek,
http://www.wikidata.org/entity/Q388800,Şener Özcan,kaleci,,,erkek,
http://www.wikidata.org/entity/Q368009,Cevat Güler,,184,81,erkek,
http://www.wikidata.org/entity/Q453951,Korcan Çelikay,kaleci,,,erkek,
http://www.wikidata.org/entity/Q442755,Orhan Şam,fullback,181,,erkek,
http://www.wikidata.org/entity/Q597025,Burak Ayaz,Forvet,,,erkek,
http://www.wikidata.org/entity/Q524619,Servet Uzunlar,stoper,1.61,,kadın,
http://www.wikidata.org/entity/Q548811,Sinan Ören,kaleci,185,,erkek,
http://www.wikidata.org/entity/Q643196,Mehmet Akgün,orta saha,180,,erkek,
http://www.wikidata.org/entity/Q565412,Sezer Öztürk,orta saha,176,74,erkek,
http://www.wikidata.org/entity/Q644315,Nadir Çiftçi,Forvet,185,,erkek,
http://www.wikidata.org/entity/Q577760,Uğur Tütüneker,orta saha,,,erkek,
http://www.wikidata.org/entity/Q584483,Cihan Can,savunma,,,erkek,
http://www.wikidata.org/entity/Q530299,Aylin Yaren,orta saha,1.66,,kadın,
http://www.wikidata.org/entity/Q512278,Ozan Evrim Özenç,kaleci,,,erkek,
http://www.wikidata.org/entity/Q556114,Cem Pamiroğlu,savunma,,,erkek,
http://www.wikidata.org/entity/Q553032,Gökhan Keskin,savunma,,,erkek,
http://www.wikidata.org/entity/Q554001,Salih Uçan,orta saha,188,80,erkek,
http://www.wikidata.org/entity/Q548218,Ergün Teber,savunma,181,76,erkek,
http://www.wikidata.org/entity/Q586379,Ferdi Elmas,kanat,173,63,erkek,
http://www.wikidata.org/entity/Q555889,Serdar Kesimal,stoper,186,,erkek,
http://www.wikidata.org/entity/Q573330,Yasin Öztekin,kanat,179,,erkek,
http://www.wikidata.org/entity/Q509828,Mustafa Yumlu,stoper,191,77,erkek,
http://www.wikidata.org/entity/Q570978,Doğan Babacan,,,,erkek,
